Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;AGROVOC Concept URI;Agrovoc Concept's PrefLabel;Broaders Of  Agrovoc Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)";If E the 1;If C the 1;If N the 1;if Na 
;acids;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acido;http://aims.fao.org/aos/agrovoc/c_92;Acids;Chemical compounds;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acidocarbonico;http://aims.fao.org/aos/agrovoc/c_28208;carbonic acid;Inorganic acids;E;1;0;0;0
;Azores Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acores;http://aims.fao.org/aos/agrovoc/c_751;Azores;Portugal;E;1;0;0;0
;water;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acqua;http://aims.fao.org/aos/agrovoc/c_8309;water;substances;E;1;0;0;0
;sea water;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquadimare;http://aims.fao.org/aos/agrovoc/c_6903;Sea water;Saline water;E;1;0;0;0
;fresh water;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquadolce;http://aims.fao.org/aos/agrovoc/c_3102;Freshwater;water;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquapiovana;http://aims.fao.org/aos/agrovoc/c_25202;Rainwater;water;E;1;0;0;0
;drinking water;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquapotabile;http://aims.fao.org/aos/agrovoc/c_10463;Drinking water;water;E;1;0;0;0
;brackish water;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquasalmastra;http://aims.fao.org/aos/agrovoc/c_1049;Brackish water;Saline water;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acqueinternazionali;http://aims.fao.org/aos/agrovoc/c_25322;international waters;physiographic features;E;1;0;0;0
;waste water;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquereflue;http://aims.fao.org/aos/agrovoc/c_8308;Wastewater;Liquid wastes;E;1;0;0;0
;aquifers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquifero;http://aims.fao.org/aos/agrovoc/c_25560;aquifers;Water resources;E;1;0;0;0
;purchases;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquisto;http://aims.fao.org/aos/agrovoc/c_6375;purchasing;Trade;E;1;0;0;0
;bogs;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acquitrino;http://aims.fao.org/aos/agrovoc/c_987;Bogs;Wetlands;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/acrididae;http://aims.fao.org/aos/agrovoc/c_4416;Acrididae;Orthoptera;E;1;0;0;0
;adaptation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/adattamento;http://aims.fao.org/aos/agrovoc/c_117;Adaptation;biological phenomena;E;1;0;0;0
;adsorption;http://linkeddata.ge.imati.cnr.it/resource/ThIST/adsorbimento;http://aims.fao.org/aos/agrovoc/c_137;Adsorption;Sorption;E;1;0;0;0
;aeration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aerazione;http://aims.fao.org/aos/agrovoc/c_154;Aeration;processing;E;1;0;0;0
;aerosols;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aerosol;http://aims.fao.org/aos/agrovoc/c_158;Aerosols;Dispersions;E;1;0;0;0
;Africa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/africa;http://aims.fao.org/aos/agrovoc/c_165;Africa;continents;E;1;0;0;0
;ligands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/agentedichelazione;http://aims.fao.org/aos/agrovoc/c_27567;Ligands;organic compounds;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aglio;http://aims.fao.org/aos/agrovoc/c_11091;garlic;Spices;E;1;0;0;0
;agriculture;http://linkeddata.ge.imati.cnr.it/resource/ThIST/agricoltura;http://aims.fao.org/aos/agrovoc/c_203;agriculture;economic activities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/agronomia;http://aims.fao.org/aos/agrovoc/c_211;Agronomy;agricultural sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aizoaceae;http://aims.fao.org/aos/agrovoc/c_234;Aizoaceae;Caryophyllales;E;1;0;0;0
;trees;http://linkeddata.ge.imati.cnr.it/resource/ThIST/albero;http://aims.fao.org/aos/agrovoc/c_7887;trees;woody plants;E;1;0;0;0
;alkalinity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alcalinita;http://aims.fao.org/aos/agrovoc/c_8721;Alkalinity;chemicophysical properties;E;1;0;0;0
;artificial recharge;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimentazioneartificiale;http://aims.fao.org/aos/agrovoc/c_29780;Extrabuccal feeding;feeding;E;1;0;0;0
;allometry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/allometria;http://aims.fao.org/aos/agrovoc/c_24962;Allometry;Measurement;E;1;0;0;0
;halogens;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alogeno;http://aims.fao.org/aos/agrovoc/c_3477;Halogens;Nonmetals;E;1;0;0;0
;weathering;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alterazionemeteorica;http://aims.fao.org/aos/agrovoc/c_8343;Weathering;Environmental degradation;E;1;0;0;0
;altitude;http://linkeddata.ge.imati.cnr.it/resource/ThIST/altitudine;http://aims.fao.org/aos/agrovoc/c_316;Altitude;Topography;E;1;0;0;0
;altitude;http://linkeddata.ge.imati.cnr.it/resource/ThIST/altitudine;http://aims.fao.org/aos/agrovoc/c_316;Altitude;measure;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amaranthaceae;http://aims.fao.org/aos/agrovoc/c_323;Amaranthaceae;Caryophyllales;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amaryllidaceae;http://aims.fao.org/aos/agrovoc/c_330;Amaryllidaceae;Asparagales;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amaryllidaceae;http://aims.fao.org/aos/agrovoc/c_330;Amaryllidaceae;Liliales;E;1;0;0;0
;environment;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ambiente;http://aims.fao.org/aos/agrovoc/c_2593;environment;entities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amburgo;http://aims.fao.org/aos/agrovoc/c_3480;Hamburg;Old Laender;E;1;0;0;0
;America;http://linkeddata.ge.imati.cnr.it/resource/ThIST/america;http://aims.fao.org/aos/agrovoc/c_335;Americas;continents;E;1;0;0;0
;Latin America;http://linkeddata.ge.imati.cnr.it/resource/ThIST/americalatina;http://aims.fao.org/aos/agrovoc/c_4221;Latin America;Americas;E;1;0;0;0
;ammonia compound;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ammoniaca;http://aims.fao.org/aos/agrovoc/c_349;Ammonia;Inorganic compounds;E;1;0;0;0
;ammonium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ammonio;http://aims.fao.org/aos/agrovoc/c_32634;Ammonium;Cations;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amphipoda;http://aims.fao.org/aos/agrovoc/c_362;Amphipoda;Malacostraca;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anacardiaceae;http://aims.fao.org/aos/agrovoc/c_376;Anacardiaceae;Sapindales;E;1;0;0;0
;analysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisi;http://aims.fao.org/aos/agrovoc/c_49928;analysis;activities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisibatteriologica;http://aims.fao.org/aos/agrovoc/c_25559;Bacteriological analysis;Microbiological analysis;E;1;0;0;0
;data analysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisideidati;http://aims.fao.org/aos/agrovoc/c_15962;Data analysis;analysis;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisiisotopica;http://aims.fao.org/aos/agrovoc/c_28238;Isotope analysis;Analytical methods;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisimicrobiologica;http://aims.fao.org/aos/agrovoc/c_25302;Microbiological analysis;Biological analysis;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anatidae;http://aims.fao.org/aos/agrovoc/c_35883;Anatidae;Anseriformes;E;1;0;0;0
;anatomy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anatomia;http://aims.fao.org/aos/agrovoc/c_49890;anatomy;biology;E;1;0;0;0
;carbon dioxide;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anidridecarbonica;http://aims.fao.org/aos/agrovoc/c_1302;carbon dioxide;Dioxides;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/animali;http://aims.fao.org/aos/agrovoc/c_444;animals;organisms;E;1;0;0;0
;anions;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anione;http://aims.fao.org/aos/agrovoc/c_16163;Anions;Ions;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anossia;http://aims.fao.org/aos/agrovoc/c_8831;anoxia;state;E;1;0;0;0
;Antarctica;http://linkeddata.ge.imati.cnr.it/resource/ThIST/antartide;http://aims.fao.org/aos/agrovoc/c_471;Antarctica;Polar regions;E;1;0;0;0
;Antarctica;http://linkeddata.ge.imati.cnr.it/resource/ThIST/antartide;http://aims.fao.org/aos/agrovoc/c_471;Antarctica;continents;E;1;0;0;0
;anthropology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/antropologia;http://aims.fao.org/aos/agrovoc/c_8842;anthropology;Social sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/antropometria;http://aims.fao.org/aos/agrovoc/c_36003;Anthropometry;Biometry;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/applicazione;http://aims.fao.org/aos/agrovoc/c_331436;application;activities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/apprendimento;http://aims.fao.org/aos/agrovoc/c_37978;Learning;Behaviour;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/arbusti;http://aims.fao.org/aos/agrovoc/c_26823;Shrubs;woody plants;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/arcticaislandica;http://aims.fao.org/aos/agrovoc/c_594;Arctica islandica;Arctica;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/arcticaislandica;http://aims.fao.org/aos/agrovoc/c_594;Arctica islandica;Arcticidae;E;1;0;0;0
;air;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aria;http://aims.fao.org/aos/agrovoc/c_224;Air;Gases;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aschelminthes;http://aims.fao.org/aos/agrovoc/c_659;Aschelminthes;Animalia;E;1;0;0;0
;Asia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/asia;http://aims.fao.org/aos/agrovoc/c_666;Asia;Asia and the Pacific;E;1;0;0;0
;absorption;http://linkeddata.ge.imati.cnr.it/resource/ThIST/assorbimento;http://aims.fao.org/aos/agrovoc/c_27;Absorption;Sorption;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/astronomia;http://aims.fao.org/aos/agrovoc/c_1336463063312;astronomy;Physical sciences;E;1;0;0;0
;atmosphere;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atmosfera;http://aims.fao.org/aos/agrovoc/c_8994;Atmosphere;Earth;E;1;0;0;0
;atrazine;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atrazina;http://aims.fao.org/aos/agrovoc/c_31256;Atrazine;Triazines;E;1;0;0;0
;friction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/attrito;http://aims.fao.org/aos/agrovoc/c_33494;Friction;physical phenomena;E;1;0;0;0
;nitrogen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azoto;http://aims.fao.org/aos/agrovoc/c_5192;Nitrogen;Nonmetals;E;1;0;0;0
;Azores;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azzorre;http://aims.fao.org/aos/agrovoc/c_751;Azores;Portugal;E;1;0;0;0
;Azores Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azzorre;http://aims.fao.org/aos/agrovoc/c_751;Azores;Portugal;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bacillariophyceae;http://aims.fao.org/aos/agrovoc/c_32077;Bacillariophyceae;Algae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/baiadihudson;http://aims.fao.org/aos/agrovoc/c_3681;Hudson Bay;Baffin Bay;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/balaenoptera;http://aims.fao.org/aos/agrovoc/c_788;Balaenoptera;Balaenopteridae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bali;http://aims.fao.org/aos/agrovoc/c_794;Bali;Nusa Tenggara;E;1;0;0;0
;World Bank;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bancamondiale;http://aims.fao.org/aos/agrovoc/c_3781;World Bank;UN;E;1;0;0;0
;barnacles;http://linkeddata.ge.imati.cnr.it/resource/ThIST/barnacli;http://aims.fao.org/aos/agrovoc/c_824;Barnacles;Shellfish;E;1;0;0;0
;benthos;http://linkeddata.ge.imati.cnr.it/resource/ThIST/benthos;http://aims.fao.org/aos/agrovoc/c_878;Benthos;Aquatic communities;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/berlino;http://aims.fao.org/aos/agrovoc/c_8357;Berlin;Old Laender;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/betulaceae;http://aims.fao.org/aos/agrovoc/c_893;Betulaceae;Fagales;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bibionidae;http://aims.fao.org/aos/agrovoc/c_30443;Bibionidae;Diptera;E;1;0;0;0
;libraries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biblioteca;http://aims.fao.org/aos/agrovoc/c_4311;libraries;institutions;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bilancioenergetico;http://aims.fao.org/aos/agrovoc/c_2566;Energy balance;energy exchange;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bilanciotermico;http://aims.fao.org/aos/agrovoc/c_14850;Thermal balance;Energy balance;E;1;0;0;0
;biocenoses;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biocenosi;http://aims.fao.org/aos/agrovoc/c_912;biocoenosis;ecosystems;E;1;0;0;0
;biochemistry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biochimica;http://aims.fao.org/aos/agrovoc/c_910;biochemistry;Chemistry;E;1;0;0;0
;biodegradation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biodegradazione;http://aims.fao.org/aos/agrovoc/c_9261;Biodegradation;degradation;E;1;0;0;0
;biogeography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biogeografia;http://aims.fao.org/aos/agrovoc/c_915;Biogeography;Geography;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biografie;http://aims.fao.org/aos/agrovoc/c_916;Biographies;entities;E;1;0;0;0
;biology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biologia;http://aims.fao.org/aos/agrovoc/c_925;biology;life sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biologiamarina;http://aims.fao.org/aos/agrovoc/c_12399;marine biology;biology;E;1;0;0;0
;biomass;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biomassa;http://aims.fao.org/aos/agrovoc/c_926;biomass;substances;E;1;0;0;0
;biometry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biometria;http://aims.fao.org/aos/agrovoc/c_927;Biometry;Measurement;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biosintesi;http://aims.fao.org/aos/agrovoc/c_928;Biosynthesis;Biochemical reactions;E;1;0;0;0
;biota;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biota;http://aims.fao.org/aos/agrovoc/c_930;biota;population;E;1;0;0;0
;biotypes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biotipo;http://aims.fao.org/aos/agrovoc/c_16166;Biotypes;population;E;1;0;0;0
;biotopes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/biotopo;http://aims.fao.org/aos/agrovoc/c_932;biotopes;ecosystems;E;1;0;0;0
;reclamation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bonifica;http://aims.fao.org/aos/agrovoc/c_6474;reclamation;land improvement;E;1;0;0;0
;boron;http://linkeddata.ge.imati.cnr.it/resource/ThIST/boro;http://aims.fao.org/aos/agrovoc/c_1018;Boron;Semimetals;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/botanica;http://aims.fao.org/aos/agrovoc/c_1023;Botany;biology;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/botanica;http://aims.fao.org/aos/agrovoc/c_1023;Botany;plant sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/branchiopoda;http://aims.fao.org/aos/agrovoc/c_1058;Branchiopoda;Crustacea;E;1;0;0;0
;brines;http://linkeddata.ge.imati.cnr.it/resource/ThIST/brina;http://aims.fao.org/aos/agrovoc/c_1091;Brines;Preservatives;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bruneidarussalam;http://aims.fao.org/aos/agrovoc/c_1125;Brunei Darussalam;South East Asia;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/butomaceae;http://aims.fao.org/aos/agrovoc/c_26304;Butomaceae;Alismatales;E;1;0;0;0
;computers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcolatore;http://aims.fao.org/aos/agrovoc/c_1799;Computers;Equipment;E;1;0;0;0
;calibration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calibrazione;http://aims.fao.org/aos/agrovoc/c_36549;Calibration;Standardizing;E;1;0;0;0
;specific heat;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calorespecifico;http://aims.fao.org/aos/agrovoc/c_7282;Specific heat;Thermal properties;E;1;0;0;0
;calorimetry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calorimetria;http://aims.fao.org/aos/agrovoc/c_28276;Calorimetry;Analytical methods;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cambiamentoclimatico;http://aims.fao.org/aos/agrovoc/c_1666;climate change;natural phenomena;E;1;0;0;0
;sampling;http://linkeddata.ge.imati.cnr.it/resource/ThIST/campionatura;http://aims.fao.org/aos/agrovoc/c_6774;Sampling;methods;E;1;0;0;0
;electrical field;http://linkeddata.ge.imati.cnr.it/resource/ThIST/campoelettrico;http://aims.fao.org/aos/agrovoc/c_33981;Electric field;physical phenomena;E;1;0;0;0
;electromagnetic field;http://linkeddata.ge.imati.cnr.it/resource/ThIST/campoelettromagnetico;http://aims.fao.org/aos/agrovoc/c_34267;Electromagnetic field;physical phenomena;E;1;0;0;0
;canals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canaleartificiale;http://aims.fao.org/aos/agrovoc/c_26763;canals;Hydraulic structures;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canislupus;http://aims.fao.org/aos/agrovoc/c_9576;Canis lupus;Canis;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/capra;http://aims.fao.org/aos/agrovoc/c_35822;Capra;Caprinae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/caprinae;http://aims.fao.org/aos/agrovoc/c_32588;Caprinae;Bovidae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/caratteristiche;http://aims.fao.org/aos/agrovoc/c_331061;features;;E;1;0;0;0
;calcium carbonate;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonatodicalcio;http://aims.fao.org/aos/agrovoc/c_1197;Calcium carbonate;Carbonates;E;1;0;0;0
;charcoal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonedilegna;http://aims.fao.org/aos/agrovoc/c_1503;Charcoal;Carbon;E;1;0;0;0
;charcoal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonedilegna;http://aims.fao.org/aos/agrovoc/c_1503;Charcoal;Wood products;E;1;0;0;0
;carbon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carbonio;http://aims.fao.org/aos/agrovoc/c_1301;Carbon;Nonmetals;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carcharodon;http://aims.fao.org/aos/agrovoc/c_1312;Carcharodon;Lamniformes;E;1;0;0;0
;loading;http://linkeddata.ge.imati.cnr.it/resource/ThIST/caricamento;http://aims.fao.org/aos/agrovoc/c_12218;Loading;handling;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carpinus;http://aims.fao.org/aos/agrovoc/c_1336;Carpinus;Betulaceae;E;1;0;0;0
;cartography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cartografia;http://aims.fao.org/aos/agrovoc/c_1344;cartography;activities;E;1;0;0;0
;cartography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cartografia;http://aims.fao.org/aos/agrovoc/c_1344;cartography;subjects;E;1;0;0;0
;catalysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/catalisi;http://aims.fao.org/aos/agrovoc/c_28280;catalysis;chemical phenomena;E;1;0;0;0
;cations;http://linkeddata.ge.imati.cnr.it/resource/ThIST/catione;http://aims.fao.org/aos/agrovoc/c_16169;Cations;Ions;E;1;0;0;0
;caves;http://linkeddata.ge.imati.cnr.it/resource/ThIST/caverna;http://aims.fao.org/aos/agrovoc/c_1397;Caves;physiographic features;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cedrus;http://aims.fao.org/aos/agrovoc/c_1407;Cedrus;Pinaceae;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/celastraceae;http://aims.fao.org/aos/agrovoc/c_1410;Celastraceae;Celastrales;E;1;0;0;0
;cement;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cemento;http://aims.fao.org/aos/agrovoc/c_1426;Cement;Construction materials;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ceneri;http://aims.fao.org/aos/agrovoc/c_15728;Ashes;Solid wastes;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/centrifugazione;http://aims.fao.org/aos/agrovoc/c_9704;Centrifuging;Separating;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cervuselaphus;http://aims.fao.org/aos/agrovoc/c_9718;Cervus elaphus;Cervus;E;1;0;0;0
;chelation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chelazione;http://aims.fao.org/aos/agrovoc/c_28287;Chelation;chemical reactions;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chenopodiaceae;http://aims.fao.org/aos/agrovoc/c_1527;Chenopodiaceae;Caryophyllales;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cheratina;http://aims.fao.org/aos/agrovoc/c_4088;Keratin;Scleroproteins;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cheratina;http://aims.fao.org/aos/agrovoc/c_4088;Keratin;Sulphur proteins;E;1;0;0;0
;Chiapas;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chiapas;http://aims.fao.org/aos/agrovoc/c_1538;Chiapas;Mexico;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chimica;http://aims.fao.org/aos/agrovoc/c_1522;Chemistry;Physical sciences;E;1;0;0;0
;chitin;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chitina;http://aims.fao.org/aos/agrovoc/c_1561;Chitin;Glucans;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chlamys;http://aims.fao.org/aos/agrovoc/c_1565;Chlamys;Bivalvia;E;1;0;0;0
;Chordata;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chordata;http://aims.fao.org/aos/agrovoc/c_1588;Chordata;Animalia;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chrysomelidae;http://aims.fao.org/aos/agrovoc/c_30022;Chrysomelidae;Coleoptera;E;1;0;0;0
;cyanides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cianuro;http://aims.fao.org/aos/agrovoc/c_2053;Cyanides;Inorganic acid salts;E;1;0;0;0
;biological cycle;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ciclobiologico;http://aims.fao.org/aos/agrovoc/c_4317;life cycle;stages;E;1;0;0;0
;carbon cycle;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ciclodelcarbonio;http://aims.fao.org/aos/agrovoc/c_17299;carbon cycle;biogeochemical cycle;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cicloidrologico;http://aims.fao.org/aos/agrovoc/c_11670;hydrological cycle;cycling;E;1;0;0;0
;cyclones;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ciclone;http://aims.fao.org/aos/agrovoc/c_2057;Cyclones;Storms;E;1;0;0;0
;kinematics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cinematica;http://aims.fao.org/aos/agrovoc/c_35219;Kinematics;Mechanics;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cingoli;http://aims.fao.org/aos/agrovoc/c_7845;Tracks;vehicle systems;E;1;0;0;0
;circulation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/circolazione;http://aims.fao.org/aos/agrovoc/c_37947;traffic;transport;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cistaceae;http://aims.fao.org/aos/agrovoc/c_26257;Cistaceae;Violales;E;1;0;0;0
;classification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/classificazione;http://aims.fao.org/aos/agrovoc/c_1653;classification;activities;E;1;0;0;0
;climate;http://linkeddata.ge.imati.cnr.it/resource/ThIST/clima;http://aims.fao.org/aos/agrovoc/c_1665;climate;natural phenomena;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/climatologia;http://aims.fao.org/aos/agrovoc/c_1671;Climatology;Atmospheric sciences;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/clorofluorocarburi;http://aims.fao.org/aos/agrovoc/c_34806;Chlorofluorocarbons;Halogenated hydrocarbons;E;1;0;0;0
;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/clorofluorocarburi;http://aims.fao.org/aos/agrovoc/c_34806;Chlorofluorocarbons;organic compounds;E;1;0;0;0
;calcium chloride;http://linkeddata.ge.imati.cnr.it/resource/ThIST/clorurodicalcio;http://aims.fao.org/aos/agrovoc/c_15892;Calcium chloride;Chlorides;E;1;0;0;0
